doctor_id,department_id,day_of_week,appointment_hour,patients_ahead,queue_length,average_consultation_time,appointments_scheduled,historical_average_wait,waiting_time_minutes
1,1,0,8,14,18,11.5,32,138.0,180.0
9,2,0,10,11,15,16.3,10,150.0,180.0
6,4,4,9,2,4,17.4,21,27.4,46.1
6,3,0,12,14,16,12.4,18,149.0,180.0
4,3,1,11,9,14,10.6,14,88.4,112.3
1,4,0,14,6,8,18.1,18,95.5,122.1
10,3,3,12,11,14,10.9,25,105.9,150.6
8,5,5,15,3,4,21.0,27,52.9,65.2
2,1,0,11,4,9,10.1,17,32.6,63.4
1,1,3,13,8,9,9.6,32,63.2,84.6
2,1,0,11,6,8,9.1,20,44.8,70.3
1,3,0,9,3,7,14.0,29,29.5,49.9
1,3,4,8,5,10,10.3,28,41.5,58.2
9,2,1,8,9,11,13.2,13,99.1,121.4
1,2,5,15,13,16,13.9,29,152.7,180.0
4,1,1,11,10,15,11.9,19,101.4,148.2
10,5,2,12,6,11,21.9,33,112.9,160.2
6,2,4,15,12,16,15.6,22,159.3,180.0
7,2,4,14,9,14,16.5,29,124.6,176.8
2,3,1,15,12,16,10.9,23,104.8,142.7
6,5,6,15,8,10,21.9,30,147.1,180.0
7,1,4,13,3,6,8.6,11,18.9,38.6
10,2,1,17,9,12,13.4,13,103.9,132.8
10,5,4,9,2,7,18.4,16,34.1,39.6
2,5,0,13,7,12,20.3,28,123.6,158.2
2,1,1,8,14,16,11.1,26,134.6,160.0
10,5,1,8,0,4,19.5,25,0.0,3.3
7,5,3,10,8,11,21.9,22,147.4,180.0
1,5,4,10,12,16,19.7,33,199.1,180.0
8,2,4,12,0,2,13.6,33,0.0,8.6
3,1,1,8,1,4,9.9,31,11.4,11.8
6,5,0,17,12,15,20.7,32,210.8,180.0
9,5,0,13,7,8,21.3,27,123.2,174.2
6,2,5,14,8,10,14.8,30,98.4,121.9
9,1,0,17,6,8,10.4,21,50.3,71.3
7,3,4,10,2,3,11.1,32,18.9,28.6
9,2,6,11,6,10,15.6,34,82.7,109.9
2,1,3,17,5,6,11.9,10,49.7,69.5
8,5,1,17,1,3,18.2,24,8.7,21.9
8,1,2,17,2,6,11.5,12,19.1,28.7
2,1,3,17,10,13,10.2,15,86.6,121.3
4,1,6,17,12,13,9.0,23,91.2,120.6
7,3,2,10,11,15,13.8,32,127.3,180.0
4,1,3,8,12,16,9.9,15,102.0,125.4
4,3,0,15,9,13,11.3,10,86.8,119.4
6,5,4,17,9,10,18.7,29,143.2,180.0
10,3,6,17,12,15,11.0,15,113.2,147.5
6,5,2,9,11,15,21.3,17,198.2,180.0
10,5,6,8,14,15,20.5,24,242.0,180.0
3,3,3,15,4,6,13.7,23,50.6,55.6
9,2,4,14,9,10,13.9,25,108.2,146.5
10,4,6,14,3,4,16.5,29,44.5,48.6
2,1,2,11,1,2,8.0,32,10.5,8.0
6,4,1,16,3,7,18.0,25,47.6,60.2
7,1,3,13,11,12,12.0,28,114.9,142.3
9,1,1,9,7,9,10.8,33,59.4,78.0
3,5,0,8,4,8,19.2,10,66.0,90.5
10,1,1,8,4,6,11.5,13,38.6,56.9
3,1,1,16,12,17,11.1,33,118.5,155.1
7,3,5,11,11,12,10.1,19,96.9,137.7
4,4,3,12,11,15,19.3,29,178.3,180.0
8,3,0,10,9,13,11.2,27,86.8,138.1
7,1,1,11,2,3,8.6,11,15.1,21.2
5,5,4,15,12,15,18.9,13,194.2,180.0
7,3,2,11,7,10,11.9,24,67.6,95.4
3,3,1,16,5,7,11.7,13,50.8,64.7
2,2,0,16,1,2,14.2,25,11.3,15.7
6,1,1,13,1,2,8.7,24,8.2,18.7
2,5,2,9,8,13,21.0,27,141.0,171.6
3,3,0,17,12,15,14.0,16,140.6,180.0
6,3,3,14,6,9,13.1,24,70.4,79.0
5,5,0,16,9,10,19.2,31,143.6,180.0
8,1,3,13,8,10,9.0,20,58.1,77.4
9,2,0,10,13,14,13.9,28,153.1,180.0
3,3,6,14,5,7,10.5,17,42.5,58.9
10,2,2,12,14,17,15.2,33,178.3,180.0
3,4,2,8,4,9,18.4,10,62.9,75.0
3,1,0,10,11,15,10.8,12,96.7,163.5
6,4,6,12,0,3,18.7,14,0.0,0.7
1,4,1,14,11,13,17.2,27,166.7,180.0
7,4,2,10,5,6,17.3,21,75.0,102.0
1,1,3,13,5,8,10.7,21,43.3,53.8
5,1,3,12,2,7,9.4,30,17.2,23.9
10,5,4,8,2,4,18.9,28,33.7,39.6
8,2,5,17,14,15,14.5,18,175.5,180.0
4,2,6,13,2,6,14.1,20,23.6,32.0
5,5,5,15,2,4,18.4,26,34.1,40.8
4,5,5,8,6,7,21.3,25,102.6,125.1
4,4,3,9,9,13,19.4,13,145.3,180.0
8,5,4,11,10,11,18.9,19,161.0,180.0
2,3,5,9,1,5,10.3,31,9.7,10.2
1,2,5,16,9,13,16.0,24,119.3,165.0
3,5,0,17,12,16,18.8,34,193.0,180.0
9,3,0,15,9,10,11.6,28,86.7,125.1
4,3,0,15,1,5,10.3,12,7.9,18.5
10,3,1,11,2,4,10.9,30,21.6,31.8
5,3,5,12,9,14,13.2,32,103.5,141.3
2,4,1,11,11,16,19.2,14,176.7,180.0
4,3,4,16,6,10,10.8,20,52.1,83.9
2,4,6,9,2,7,17.3,33,28.3,37.6
2,4,3,15,6,11,16.5,14,84.3,102.3
4,3,5,9,8,12,10.3,16,68.0,83.7
6,2,3,8,10,14,17.0,15,147.4,176.5
7,3,6,17,9,11,12.6,22,97.6,128.8
10,3,0,10,11,14,12.2,11,115.0,179.1
3,3,5,16,14,15,13.1,28,151.6,180.0
3,2,2,10,10,14,16.4,20,142.6,180.0
10,1,1,16,3,7,11.2,29,20.2,35.5
6,1,1,14,6,11,8.1,14,43.6,55.5
3,4,5,17,8,10,16.7,18,116.7,149.5
2,4,6,8,13,18,18.6,15,204.4,180.0
8,2,0,17,7,11,14.5,26,90.1,126.6
5,5,1,12,7,11,21.9,28,130.3,180.0
1,1,0,16,8,13,10.7,32,72.7,108.2
3,4,4,10,13,17,19.8,17,220.1,180.0
10,1,3,16,4,7,8.8,16,39.5,44.4
8,2,6,12,13,14,16.5,14,185.9,180.0
4,2,2,16,4,5,14.3,24,50.7,70.0
7,5,3,17,2,3,22.0,19,34.6,51.6
10,5,3,13,4,7,18.6,33,63.8,74.3
2,2,4,16,7,11,15.1,25,87.2,140.5
7,4,1,14,11,16,19.2,18,181.7,180.0
5,1,2,14,4,6,9.7,16,33.5,42.0
5,3,1,15,3,7,11.9,20,26.9,35.7
6,5,5,14,7,10,21.9,18,130.8,163.3
9,3,3,16,6,9,11.7,26,57.1,83.8
6,4,5,16,14,15,18.4,18,219.6,180.0
8,5,0,13,13,17,18.2,12,198.7,180.0
7,3,3,14,13,14,13.4,31,147.8,180.0
9,4,1,9,5,7,18.6,17,81.3,100.1
4,1,3,16,4,5,9.6,28,32.5,42.1
2,4,0,8,13,15,16.1,29,176.3,180.0
7,5,4,8,4,7,20.4,25,69.9,95.4
6,2,5,10,12,13,13.1,16,135.2,180.0
1,1,5,13,9,10,8.0,16,57.9,77.7
9,3,1,12,1,6,12.5,29,11.4,15.5
9,5,3,9,12,15,18.8,34,195.3,180.0
2,2,1,16,14,19,13.8,22,165.6,180.0
3,4,4,17,3,5,18.6,12,47.6,74.5
5,2,3,11,7,9,13.2,21,80.5,108.8
5,5,3,11,7,10,19.3,33,115.9,164.0
1,5,1,12,10,12,18.6,17,160.3,180.0
8,2,1,15,0,3,15.3,22,0.0,0.0
8,4,0,17,1,3,18.6,29,11.2,25.2
4,2,6,11,4,8,15.9,25,57.0,88.1
7,5,6,12,8,9,19.0,16,124.8,179.8
10,5,4,11,9,13,18.4,13,141.6,180.0
3,3,6,13,10,13,10.3,21,86.6,112.8
6,3,0,10,11,14,11.7,26,106.4,170.0
10,1,5,15,12,16,11.8,10,121.2,142.6
10,5,3,13,10,11,18.9,26,161.0,180.0
9,3,1,17,6,7,11.0,11,62.6,68.3
1,2,3,12,9,14,13.4,15,100.7,144.1
5,4,3,9,4,6,18.4,21,67.0,81.5
4,2,2,17,0,5,15.7,20,1.1,1.1
8,4,5,17,14,15,18.6,30,219.0,180.0
1,3,2,14,14,18,13.4,20,162.4,180.0
9,1,6,9,5,7,9.9,27,44.0,49.8
6,2,3,8,11,15,13.5,17,126.7,151.5
4,2,1,14,7,12,14.2,34,85.0,106.2
9,2,3,12,6,9,15.6,16,78.0,111.8
5,4,5,8,1,5,18.5,23,13.2,16.0
5,3,2,11,11,16,12.1,25,115.6,163.9
5,2,1,11,4,9,15.7,21,52.8,78.7
1,2,3,17,13,18,15.5,18,171.6,180.0
1,1,4,14,10,13,11.5,29,98.8,132.1
8,1,5,16,3,6,10.3,32,27.2,39.0
8,3,5,9,8,11,13.1,30,84.9,115.2
6,3,4,8,9,11,11.0,25,88.0,113.2
4,5,3,9,0,3,20.7,30,0.4,4.1
2,1,5,14,11,14,11.6,28,107.9,137.0
2,5,1,17,5,8,19.5,25,84.3,115.0
9,4,3,13,2,6,19.1,18,33.2,41.4
5,5,3,11,10,13,20.9,22,179.9,180.0
4,2,2,8,8,10,13.2,14,91.6,109.1
10,5,5,8,4,9,20.3,31,71.3,87.2
1,3,5,12,12,16,10.5,28,111.4,160.5
7,4,4,8,5,6,19.9,19,87.1,110.3
3,2,2,14,10,13,16.2,16,137.6,172.2
6,5,6,8,8,13,18.4,18,122.0,152.7
5,4,2,8,8,13,16.5,34,117.1,138.8
5,4,5,9,7,11,18.4,23,108.6,140.2
5,2,3,17,8,9,14.4,24,96.4,134.1
1,5,2,10,3,5,18.1,22,41.0,60.1
1,4,4,8,5,10,18.2,19,78.2,102.6
3,4,2,16,4,9,17.6,23,60.1,86.8
10,1,4,17,4,9,8.4,30,24.0,45.7
4,4,6,15,3,8,19.2,32,50.3,57.0
5,1,2,12,1,5,11.7,21,8.4,12.6
2,5,4,9,11,12,21.0,28,204.7,180.0
8,5,2,12,5,10,21.3,15,88.8,131.4
2,5,6,13,8,10,18.9,21,127.0,156.0
9,3,2,8,11,13,11.1,33,100.7,138.0
2,5,1,11,0,3,18.8,22,3.8,4.8
9,4,4,16,13,18,19.1,17,209.5,180.0
7,2,6,9,6,11,16.8,25,83.5,103.0
8,1,4,12,5,10,10.9,11,48.3,69.8
2,3,4,8,2,7,13.5,31,18.9,34.6
7,5,0,11,0,5,20.6,16,1.9,0.5
6,5,6,11,12,14,19.6,21,204.8,180.0
4,2,2,13,3,4,14.7,16,39.2,52.0
7,2,4,17,14,15,13.3,28,160.2,180.0
4,3,5,16,13,16,10.1,23,114.5,148.1
2,1,0,10,8,10,10.8,18,78.4,111.4
10,5,1,16,14,19,19.8,27,238.7,180.0
7,3,4,13,1,2,12.2,20,11.7,12.2
8,4,4,14,2,6,18.2,25,33.7,47.6
2,4,0,17,1,5,17.1,28,11.9,25.1
5,3,2,9,13,17,11.9,20,133.9,163.5
1,5,5,17,1,6,19.9,27,13.9,22.1
7,3,1,13,9,14,11.6,20,87.3,110.6
8,5,4,13,10,13,21.3,34,171.7,180.0
6,2,2,9,10,13,14.8,13,127.0,158.7
5,3,6,9,7,10,12.4,27,71.9,88.4
6,5,5,9,2,6,21.6,28,40.0,45.1
2,3,6,17,6,11,13.5,22,69.8,94.5
1,3,5,8,7,11,13.6,13,84.1,103.1
7,5,1,12,2,5,19.1,19,29.2,42.8
7,5,3,15,1,6,18.1,31,18.5,15.9
10,1,5,9,12,14,9.0,14,98.6,118.2
10,3,3,12,12,13,11.1,12,115.7,153.8
2,4,6,15,7,8,19.6,25,119.2,146.6
2,3,5,17,2,5,12.6,17,21.9,29.6
1,3,1,12,6,10,10.3,33,51.1,70.1
10,5,0,9,11,13,18.5,16,175.6,180.0
8,3,1,10,0,5,10.6,28,0.0,4.0
8,3,1,13,13,17,12.5,23,137.1,169.2
1,4,0,12,14,17,18.9,24,220.1,180.0
8,5,0,11,11,15,21.4,26,198.3,180.0
9,3,2,11,5,8,13.8,30,60.4,82.3
4,2,5,12,11,12,13.8,10,130.6,176.9
1,1,6,9,11,12,9.2,15,86.5,106.4
1,4,2,16,12,16,17.0,32,173.5,180.0
3,3,0,9,8,10,11.4,24,72.1,112.4
5,2,3,17,11,16,16.7,21,154.6,180.0
5,3,6,9,2,5,12.3,30,18.9,31.5
9,3,3,17,13,18,13.0,29,141.2,180.0
10,5,1,16,6,7,20.0,11,103.6,138.9
2,5,4,10,12,14,18.1,14,182.2,180.0
2,5,1,17,5,7,18.3,18,75.8,96.8
6,2,1,14,7,12,15.2,29,83.9,114.4
9,3,4,11,2,3,12.9,23,21.0,30.3
1,1,5,13,2,7,8.9,27,11.8,15.7
9,4,0,11,3,7,18.9,31,48.4,69.9
9,5,3,17,2,4,21.2,17,33.3,51.1
9,5,1,14,8,10,19.6,11,133.9,162.7
5,3,4,8,10,14,13.0,18,109.9,153.0
9,3,2,10,3,4,11.6,16,34.6,44.8
4,2,1,10,5,7,15.7,27,68.3,92.2
2,2,3,8,7,10,16.1,25,90.0,117.1
6,5,0,13,10,13,22.0,30,182.9,180.0
4,3,1,16,12,13,11.4,14,116.3,155.9
6,1,1,15,7,11,9.6,32,54.6,69.1
3,4,5,14,14,19,16.7,24,189.4,180.0
6,3,4,17,4,5,10.8,14,40.8,59.2
2,3,2,15,4,9,12.8,20,45.6,52.3
2,2,2,13,5,6,16.7,31,72.4,91.5
9,4,6,16,9,12,17.6,23,132.7,180.0
7,5,0,10,6,10,18.7,34,96.8,148.0
3,3,6,17,12,15,11.1,28,111.5,147.8
1,5,3,17,12,16,19.8,12,202.8,180.0
8,3,0,16,9,14,11.2,33,82.6,129.1
6,5,1,11,13,14,18.9,19,213.8,180.0
7,4,1,14,6,8,18.9,15,91.9,115.0
9,2,2,16,12,14,13.0,12,136.6,180.0
5,4,3,9,3,7,18.2,11,46.4,60.9
1,1,4,9,5,9,11.2,22,46.0,62.3
10,2,3,16,6,9,14.1,27,72.2,97.5
7,4,1,10,4,6,18.4,11,64.8,97.6
5,1,4,16,4,7,10.7,24,40.4,50.2
3,3,3,12,1,6,12.6,14,11.7,19.6
9,3,3,13,6,8,11.8,24,57.4,73.4
1,5,4,9,11,16,19.4,30,181.4,180.0
1,2,1,15,5,6,16.3,26,74.9,89.8
1,3,3,16,10,13,13.0,11,114.8,148.3
3,2,4,9,0,4,14.3,27,2.7,6.5
6,3,5,13,3,5,10.4,24,28.9,42.6
10,5,5,13,2,5,18.3,29,33.2,39.3
3,4,1,15,11,15,16.4,32,156.6,180.0
8,5,4,17,14,15,20.3,12,240.6,180.0
10,1,5,12,2,4,8.2,14,9.9,21.0
2,3,4,16,6,11,11.3,20,58.1,87.2
9,1,3,8,10,11,11.0,18,91.2,118.8
3,1,1,16,11,15,9.2,14,82.6,123.4
5,2,5,17,9,11,16.1,34,120.6,164.0
10,3,6,14,3,5,13.0,10,40.6,47.6
8,1,3,11,14,15,9.0,34,107.3,158.3
2,4,6,10,11,13,18.9,23,177.9,180.0
6,1,6,17,7,11,11.0,14,61.7,88.1
5,4,0,13,10,11,17.6,17,144.0,180.0
10,2,0,8,8,13,13.8,30,91.7,125.1
9,1,1,10,2,3,10.1,23,21.5,28.5
5,5,5,9,4,5,21.7,25,74.7,84.4
2,2,5,16,3,8,15.6,15,41.5,58.1
5,4,5,10,13,17,16.7,17,186.7,180.0
4,2,4,9,11,14,15.7,11,145.3,180.0
7,1,3,11,9,12,9.7,28,78.4,106.6
6,3,5,9,14,19,12.4,18,145.3,180.0
2,3,3,8,5,9,12.9,14,59.2,73.7
5,4,1,13,10,12,18.1,14,154.8,180.0
7,4,6,17,9,14,19.3,34,141.9,180.0
7,3,5,15,3,6,12.9,28,30.6,42.2
5,4,1,17,7,11,18.5,13,104.5,143.0
9,2,5,17,2,3,13.6,25,26.6,27.2
4,5,0,9,10,14,21.3,25,181.3,180.0
3,5,2,16,4,8,21.7,25,67.2,95.3
4,2,1,10,12,15,13.5,16,139.3,180.0
5,5,5,15,0,3,20.0,27,0.0,0.0
6,1,2,15,12,14,9.0,33,87.7,114.7
3,2,1,10,14,16,16.0,30,195.6,180.0
2,4,4,10,5,10,18.9,10,80.6,123.2
4,2,5,13,10,11,13.6,12,114.4,136.6
5,3,4,8,4,6,13.5,34,44.7,62.2
4,4,0,11,7,10,16.7,30,95.0,149.5
3,3,5,8,8,12,13.2,17,85.8,110.4
8,4,6,10,7,12,17.8,10,109.9,154.9
10,5,0,16,7,9,19.3,16,113.5,167.0
4,2,2,12,11,15,13.6,16,127.5,180.0
2,1,1,12,13,17,8.7,17,89.7,143.8
2,4,3,11,12,14,18.6,28,186.3,180.0
1,4,0,10,2,3,18.2,26,32.8,43.1
4,3,3,12,3,4,10.5,20,27.9,38.0
10,5,3,11,14,19,18.5,24,224.8,180.0
9,3,1,15,10,11,10.3,18,91.5,106.4
7,3,2,11,3,8,13.0,26,32.4,52.4
10,5,1,15,14,17,20.8,20,249.5,180.0
7,1,5,13,14,16,8.2,15,97.0,120.2
7,3,0,12,13,17,12.2,18,141.4,180.0
8,3,3,11,10,15,10.3,27,91.3,129.2
1,4,1,11,4,5,19.6,29,67.2,93.3
10,5,1,11,12,17,21.6,11,221.2,180.0
10,2,1,16,8,13,15.8,13,111.7,144.1
8,1,0,11,11,12,11.7,27,111.2,168.6
4,1,2,16,8,9,11.2,10,81.1,97.2
4,5,6,17,9,11,21.3,20,156.5,180.0
4,4,1,13,12,16,18.3,12,187.8,180.0
6,4,0,17,11,13,17.2,17,159.5,180.0
7,5,3,14,13,15,18.9,14,213.8,180.0
6,4,5,17,0,1,17.3,29,4.6,0.0
1,1,6,10,13,14,10.5,30,116.3,170.9
8,1,4,15,13,17,8.7,31,100.6,130.4
10,2,6,10,7,12,14.0,31,88.9,114.6
7,5,6,8,13,15,19.9,14,219.8,180.0
6,3,0,17,0,4,10.9,20,7.4,0.0
6,3,4,12,1,3,12.4,21,10.4,14.0
5,2,1,9,6,11,16.7,31,84.5,107.7
6,2,1,17,14,16,16.0,18,192.9,180.0
9,4,6,13,7,10,18.7,30,110.0,129.8
10,2,0,17,0,4,15.3,22,0.3,8.9
9,2,4,16,14,15,15.0,31,182.2,180.0
10,3,1,8,2,4,10.7,29,18.3,22.4
8,4,3,11,6,10,19.6,12,94.8,140.1
10,2,2,8,12,16,14.0,22,143.8,178.0
9,2,2,8,8,10,13.4,31,88.8,115.8
10,4,1,15,7,8,19.0,20,115.6,134.0
8,5,4,9,7,8,18.7,20,113.4,149.5
8,4,5,8,14,16,17.5,30,212.5,180.0
1,3,1,15,8,12,10.1,29,71.5,86.1
10,5,5,11,9,10,18.5,30,145.2,180.0
5,1,5,10,2,4,8.7,16,12.8,22.0
4,4,4,11,7,9,16.2,26,98.9,151.0
2,3,5,12,0,2,12.6,25,5.9,2.9
8,5,3,8,7,11,21.3,23,125.0,148.9
3,4,4,8,12,13,17.5,10,183.8,180.0
4,2,1,10,6,10,16.5,20,82.5,117.4
7,4,6,13,12,15,16.9,22,169.3,180.0
10,1,3,8,14,15,9.3,10,111.6,134.3
9,4,0,9,7,11,16.6,11,100.9,132.5
2,5,2,14,0,1,20.5,18,2.7,0.0
3,5,1,8,5,8,19.7,22,80.8,100.2
4,4,1,14,6,11,18.5,14,95.4,116.9
10,5,1,11,13,15,21.0,18,230.5,180.0
1,2,3,17,10,14,15.2,22,124.6,175.8
7,4,0,13,4,7,18.5,14,60.1,81.7
2,2,6,15,13,16,16.7,24,182.7,180.0
5,2,4,16,4,5,14.2,16,49.8,71.5
1,3,0,13,6,7,11.4,23,61.8,76.7
3,4,3,16,14,16,18.9,25,220.1,180.0
2,5,1,11,10,11,20.4,15,174.8,180.0
1,2,2,13,14,18,13.7,11,159.7,180.0
7,3,1,15,2,6,11.5,25,21.4,22.5
5,4,4,16,5,9,17.9,28,74.1,118.3
1,4,5,10,6,11,17.7,14,87.0,128.3
6,1,2,9,0,4,8.7,13,2.4,7.2
5,1,1,13,11,12,11.7,23,107.6,142.3
3,2,6,11,1,2,16.0,15,12.7,14.9
7,1,2,8,11,15,9.9,17,86.1,121.8
10,2,5,15,3,6,15.7,33,42.9,44.5
9,5,0,16,12,15,21.6,12,222.7,180.0
9,2,3,16,7,10,13.5,13,80.6,106.1
9,1,1,9,10,12,9.0,10,71.9,98.0
2,5,4,16,12,17,20.2,11,209.4,180.0
3,1,0,14,13,17,11.2,22,121.7,167.9
7,2,1,12,9,11,13.1,18,99.2,142.1
5,3,0,14,5,8,13.9,21,66.2,83.0
2,4,4,16,0,4,17.8,19,0.0,4.7
3,1,1,15,9,11,9.4,19,74.4,94.8
10,2,5,13,4,5,14.2,27,49.9,66.5
6,5,5,11,6,9,18.7,21,96.5,133.4
7,1,4,8,14,16,11.2,31,133.7,177.9
9,1,2,13,12,13,11.8,25,121.7,150.8
1,4,4,10,5,8,17.7,32,75.8,111.1
7,2,2,13,12,17,16.8,15,171.3,180.0
8,3,1,13,12,15,13.3,33,140.1,171.0
3,5,2,11,11,16,19.9,34,182.4,180.0
4,2,1,9,8,13,15.7,33,109.8,127.2
10,5,1,16,7,12,19.7,30,119.9,152.0
6,1,6,9,14,18,10.2,33,123.9,152.5
10,4,3,10,3,7,16.2,19,44.7,64.1
7,4,1,17,12,17,18.8,24,191.3,180.0
4,3,2,8,10,11,10.2,18,81.2,108.1
8,4,3,14,11,16,19.3,33,179.9,180.0
5,1,3,8,4,6,11.3,11,35.4,47.8
1,3,1,16,6,11,10.9,27,53.6,77.2
4,2,4,8,7,11,14.3,21,81.3,105.3
3,4,4,12,4,8,17.9,12,59.5,92.9
9,3,5,14,8,10,12.4,16,82.4,107.5
8,1,3,10,13,15,9.1,18,94.0,150.5
1,5,1,16,9,12,20.4,17,157.9,180.0
6,5,6,15,11,12,19.2,34,186.1,180.0
9,1,4,10,3,4,8.2,15,22.8,37.4
7,1,6,12,3,4,8.0,10,19.8,29.7
4,5,1,14,12,16,18.4,23,187.6,180.0
1,3,1,11,7,8,13.2,25,77.1,111.0
2,5,3,12,0,3,21.8,25,0.3,4.5
5,1,6,10,7,10,9.7,13,57.7,79.4
5,4,5,16,4,5,18.1,15,58.8,80.9
8,2,3,17,12,14,13.6,24,143.6,180.0
6,4,0,16,13,16,18.2,31,196.7,180.0
8,4,6,14,10,12,16.6,17,143.1,175.9
2,1,4,17,0,4,10.4,10,0.0,2.0
3,5,4,9,3,6,21.7,22,61.1,81.1
6,3,4,14,1,3,10.8,27,10.2,16.8
10,4,2,14,3,4,19.1,27,47.5,57.8
3,5,1,12,7,11,18.1,22,106.9,150.8
6,3,3,16,4,9,11.5,31,39.2,57.4
6,4,4,10,0,5,16.4,23,0.0,6.4
2,3,0,11,6,7,11.4,20,55.9,91.4
7,5,4,8,0,4,18.7,16,0.0,6.4
2,2,5,13,8,12,14.5,27,95.8,120.8
6,5,1,11,2,6,19.7,30,33.7,44.3
1,1,6,8,11,15,9.2,31,86.9,108.5
3,3,1,9,2,7,12.6,13,15.5,29.6
2,2,6,10,14,16,16.7,26,198.0,180.0
7,3,6,16,14,18,11.6,28,139.8,180.0
4,3,3,15,5,7,10.8,23,45.3,59.1
8,4,2,14,9,13,17.1,19,128.8,158.6
6,1,6,11,5,8,11.4,34,47.3,69.0
10,3,6,8,12,15,12.3,15,123.7,153.5
4,5,3,15,10,13,19.8,27,166.6,180.0
5,5,4,11,10,14,18.6,34,158.6,180.0
9,4,5,10,5,7,17.8,13,82.6,100.9
7,1,0,16,12,17,9.1,20,90.7,138.7
10,1,3,17,0,1,11.8,22,0.0,3.9
9,5,2,11,4,9,21.5,17,73.1,106.0
7,2,3,11,11,15,13.3,19,122.6,176.0
1,4,1,16,5,8,18.1,32,80.1,98.8
8,4,4,9,7,10,16.9,20,93.4,132.4
4,5,4,12,12,14,19.6,12,198.8,180.0
3,5,6,11,0,4,21.5,24,2.5,3.1
7,2,4,16,4,9,15.1,17,50.5,84.4
3,2,4,12,2,6,14.3,29,21.9,36.5
8,1,4,16,1,5,8.8,27,8.8,9.1
6,4,4,16,10,13,19.2,30,165.9,180.0
5,4,0,9,7,12,18.5,10,110.7,152.6
4,5,2,16,6,7,19.9,33,98.9,128.9
8,1,6,10,9,12,8.9,17,69.2,103.6
8,4,4,11,6,11,17.3,12,87.2,136.4
1,1,6,8,4,6,11.8,10,42.5,47.4
9,1,2,8,11,14,10.1,29,98.7,111.5
5,5,5,8,12,14,19.6,34,192.1,180.0
4,1,4,16,8,11,10.1,25,68.9,102.4
6,2,6,15,4,8,16.1,18,49.6,69.1
6,2,3,12,1,6,14.4,26,19.5,15.9
2,3,6,12,2,4,10.7,25,16.8,25.4
8,5,4,16,3,6,20.3,32,54.1,74.9
7,3,1,10,14,16,12.7,15,150.6,180.0
1,2,0,10,4,7,15.9,32,51.5,81.0
5,3,3,14,12,15,13.5,16,135.2,163.7
6,5,3,16,2,3,19.5,33,37.9,55.3
4,5,1,13,11,12,18.3,25,174.0,180.0
2,1,4,9,13,14,11.8,17,136.6,176.9
4,4,0,8,6,8,17.7,19,90.6,114.0
1,1,3,9,4,8,10.5,23,36.5,38.0
7,5,0,8,4,7,20.7,20,69.5,94.8
2,2,3,17,5,10,15.2,11,63.7,89.2
2,2,4,17,6,7,13.8,21,67.4,108.9
9,1,5,16,9,11,11.0,29,84.6,116.2
5,5,3,17,9,11,21.2,29,159.9,180.0
2,2,5,15,7,9,15.2,22,91.8,107.2
9,5,3,14,8,13,20.0,24,136.2,172.1
9,2,2,10,10,15,13.5,21,115.2,166.0
1,5,4,15,3,4,18.3,22,51.8,57.5
3,3,1,9,4,9,11.4,17,38.5,50.1
4,5,5,9,14,15,19.2,25,231.3,180.0
7,5,1,17,4,9,21.8,12,80.3,99.1
10,1,4,10,7,12,11.1,22,70.2,107.7
4,3,6,14,8,13,12.6,21,89.4,110.9
2,4,1,8,6,7,18.1,28,91.2,111.2
7,1,4,15,14,17,8.7,11,103.9,140.9
6,4,1,14,4,5,19.9,10,63.8,88.2
3,2,5,11,2,5,14.5,17,26.1,39.6
6,4,2,12,0,2,16.4,18,0.8,1.3
6,5,1,17,10,12,20.0,34,169.9,180.0
5,4,5,8,8,9,19.5,17,135.7,161.8
4,1,3,11,4,7,11.5,30,35.6,59.4
10,1,4,8,8,11,8.0,26,59.6,65.3
1,4,0,8,9,12,19.5,18,152.2,180.0
10,1,6,17,14,16,9.1,15,107.9,146.3
6,1,0,8,11,12,8.2,24,75.8,103.8
2,4,4,14,12,16,19.4,32,199.2,180.0
3,3,2,14,13,16,13.5,33,153.2,180.0
8,3,1,11,3,6,12.4,22,31.9,51.3
10,2,2,9,4,8,15.3,30,52.4,63.4
6,1,0,10,3,4,11.3,31,28.7,48.6
3,4,6,15,1,4,19.1,21,21.6,17.9
7,1,5,15,11,12,11.6,22,107.0,136.2
4,5,6,13,0,3,20.2,16,0.0,1.5
9,1,4,17,7,12,11.9,32,75.0,108.0
5,1,4,16,3,6,12.0,27,31.0,46.5
3,3,2,16,4,9,10.5,23,39.0,53.1
2,4,5,11,5,6,19.4,20,79.7,104.3
2,1,2,8,13,16,10.0,23,109.9,132.3
3,3,1,8,7,9,11.6,26,73.2,87.0
2,2,3,17,10,12,15.5,33,129.3,167.8
4,3,5,12,7,11,10.2,30,60.4,85.7
2,3,3,9,6,8,12.0,11,62.1,75.9
10,3,6,13,3,8,13.5,28,31.4,41.1
9,1,1,14,5,7,8.9,25,36.4,45.0
2,1,3,8,3,5,9.7,31,25.1,32.7
9,2,0,13,14,16,16.8,19,199.6,180.0
6,5,6,15,13,16,19.7,31,221.7,180.0
1,5,3,12,6,10,19.4,17,103.7,136.8
4,5,1,14,11,12,19.8,30,182.2,180.0
1,2,3,17,12,16,15.1,14,154.1,180.0
